========== HORIZONTAL BEGIN ==========
row = 2, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 14, col = 3, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 4, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 5, congestion_value = 0.0714286, demand = 1, supply = 14
row = 14, col = 6, congestion_value = 0.357143, demand = 5, supply = 14
row = 14, col = 7, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 8, congestion_value = 0.571429, demand = 8, supply = 14
row = 14, col = 9, congestion_value = 0.357143, demand = 5, supply = 14
row = 14, col = 10, congestion_value = 0.571429, demand = 8, supply = 14
row = 14, col = 11, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 12, congestion_value = 0.0714286, demand = 1, supply = 14
row = 14, col = 13, congestion_value = 0.142857, demand = 2, supply = 14
row = 14, col = 14, congestion_value = 0.5, demand = 7, supply = 14
row = 14, col = 15, congestion_value = 0.214286, demand = 3, supply = 14
row = 14, col = 16, congestion_value = 0.285714, demand = 4, supply = 14
row = 14, col = 17, congestion_value = 0.928571, demand = 13, supply = 14
row = 14, col = 18, congestion_value = 0.642857, demand = 9, supply = 14
row = 14, col = 19, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 20, congestion_value = 0.785714, demand = 11, supply = 14
row = 14, col = 21, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 22, congestion_value = 0.214286, demand = 3, supply = 14
row = 14, col = 23, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 24, congestion_value = 0.285714, demand = 4, supply = 14
row = 14, col = 25, congestion_value = 0.571429, demand = 8, supply = 14
row = 14, col = 26, congestion_value = 0.571429, demand = 8, supply = 14
row = 14, col = 27, congestion_value = 0.357143, demand = 5, supply = 14
row = 14, col = 28, congestion_value = 1.14286, demand = 16, supply = 14
row = 14, col = 29, congestion_value = 1.07143, demand = 15, supply = 14
row = 14, col = 30, congestion_value = 1.21429, demand = 17, supply = 14
row = 14, col = 31, congestion_value = 1.14286, demand = 16, supply = 14
row = 14, col = 32, congestion_value = 1, demand = 14, supply = 14
row = 14, col = 33, congestion_value = 1, demand = 14, supply = 14
row = 14, col = 34, congestion_value = 0.5, demand = 7, supply = 14
row = 14, col = 35, congestion_value = 1.14286, demand = 16, supply = 14
row = 14, col = 36, congestion_value = 0.714286, demand = 10, supply = 14
row = 14, col = 37, congestion_value = 1.64286, demand = 23, supply = 14
row = 14, col = 38, congestion_value = 1.57143, demand = 22, supply = 14
row = 14, col = 39, congestion_value = 0.785714, demand = 11, supply = 14
row = 14, col = 40, congestion_value = 1.5, demand = 21, supply = 14
row = 14, col = 41, congestion_value = 1.35714, demand = 19, supply = 14
row = 14, col = 42, congestion_value = 1.28571, demand = 18, supply = 14
row = 14, col = 43, congestion_value = 1.5, demand = 21, supply = 14
row = 14, col = 44, congestion_value = 1.07143, demand = 15, supply = 14
row = 14, col = 45, congestion_value = 1.71429, demand = 24, supply = 14
row = 14, col = 46, congestion_value = 0.714286, demand = 10, supply = 14
row = 14, col = 47, congestion_value = 0.857143, demand = 12, supply = 14
row = 14, col = 48, congestion_value = 0.142857, demand = 2, supply = 14
row = 14, col = 49, congestion_value = 0.357143, demand = 5, supply = 14
row = 14, col = 50, congestion_value = 0.5, demand = 7, supply = 14
row = 14, col = 51, congestion_value = 0.357143, demand = 5, supply = 14
row = 14, col = 52, congestion_value = 0.571429, demand = 8, supply = 14
row = 14, col = 53, congestion_value = 0.5, demand = 7, supply = 14
row = 14, col = 54, congestion_value = 1.14286, demand = 16, supply = 14
row = 14, col = 55, congestion_value = 0.928571, demand = 13, supply = 14
row = 14, col = 56, congestion_value = 0.714286, demand = 10, supply = 14
row = 14, col = 57, congestion_value = 0.857143, demand = 12, supply = 14
row = 14, col = 58, congestion_value = 0.785714, demand = 11, supply = 14
row = 14, col = 59, congestion_value = 0.857143, demand = 12, supply = 14
row = 14, col = 60, congestion_value = 0.642857, demand = 9, supply = 14
row = 14, col = 61, congestion_value = 0.428571, demand = 6, supply = 14
row = 14, col = 62, congestion_value = 0.5, demand = 7, supply = 14
row = 14, col = 63, congestion_value = 1, demand = 14, supply = 14
row = 15, col = 0, congestion_value = 0.0714286, demand = 1, supply = 14
row = 15, col = 1, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 2, congestion_value = 0.142857, demand = 2, supply = 14
row = 15, col = 3, congestion_value = 0.357143, demand = 5, supply = 14
row = 15, col = 4, congestion_value = 0.571429, demand = 8, supply = 14
row = 15, col = 5, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 6, congestion_value = 0.642857, demand = 9, supply = 14
row = 15, col = 7, congestion_value = 0.428571, demand = 6, supply = 14
row = 15, col = 8, congestion_value = 0.5, demand = 7, supply = 14
row = 15, col = 9, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 10, congestion_value = 0.357143, demand = 5, supply = 14
row = 15, col = 11, congestion_value = 0.5, demand = 7, supply = 14
row = 15, col = 12, congestion_value = 0.142857, demand = 2, supply = 14
row = 15, col = 13, congestion_value = 0.142857, demand = 2, supply = 14
row = 15, col = 14, congestion_value = 0.357143, demand = 5, supply = 14
row = 15, col = 15, congestion_value = 0.0714286, demand = 1, supply = 14
row = 15, col = 16, congestion_value = 0.428571, demand = 6, supply = 14
row = 15, col = 17, congestion_value = 0.857143, demand = 12, supply = 14
row = 15, col = 18, congestion_value = 0.571429, demand = 8, supply = 14
row = 15, col = 19, congestion_value = 0.357143, demand = 5, supply = 14
row = 15, col = 20, congestion_value = 0.785714, demand = 11, supply = 14
row = 15, col = 21, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 22, congestion_value = 0.142857, demand = 2, supply = 14
row = 15, col = 23, congestion_value = 0.5, demand = 7, supply = 14
row = 15, col = 24, congestion_value = 0.5, demand = 7, supply = 14
row = 15, col = 25, congestion_value = 0.714286, demand = 10, supply = 14
row = 15, col = 26, congestion_value = 0.571429, demand = 8, supply = 14
row = 15, col = 27, congestion_value = 0.642857, demand = 9, supply = 14
row = 15, col = 28, congestion_value = 1.28571, demand = 18, supply = 14
row = 15, col = 29, congestion_value = 1.35714, demand = 19, supply = 14
row = 15, col = 30, congestion_value = 1.07143, demand = 15, supply = 14
row = 15, col = 31, congestion_value = 1, demand = 14, supply = 14
row = 15, col = 32, congestion_value = 1.14286, demand = 16, supply = 14
row = 15, col = 33, congestion_value = 0.928571, demand = 13, supply = 14
row = 15, col = 34, congestion_value = 0.642857, demand = 9, supply = 14
row = 15, col = 35, congestion_value = 1.28571, demand = 18, supply = 14
row = 15, col = 36, congestion_value = 0.714286, demand = 10, supply = 14
row = 15, col = 37, congestion_value = 1.78571, demand = 25, supply = 14
row = 15, col = 38, congestion_value = 1.92857, demand = 27, supply = 14
row = 15, col = 39, congestion_value = 0.714286, demand = 10, supply = 14
row = 15, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 15, col = 41, congestion_value = 1.5, demand = 21, supply = 14
row = 15, col = 42, congestion_value = 1.21429, demand = 17, supply = 14
row = 15, col = 43, congestion_value = 1.35714, demand = 19, supply = 14
row = 15, col = 44, congestion_value = 1.21429, demand = 17, supply = 14
row = 15, col = 45, congestion_value = 1.85714, demand = 26, supply = 14
row = 15, col = 46, congestion_value = 0.785714, demand = 11, supply = 14
row = 15, col = 47, congestion_value = 0.928571, demand = 13, supply = 14
row = 15, col = 48, congestion_value = 0.214286, demand = 3, supply = 14
row = 15, col = 49, congestion_value = 0.571429, demand = 8, supply = 14
row = 15, col = 50, congestion_value = 0.5, demand = 7, supply = 14
row = 15, col = 51, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 52, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 53, congestion_value = 0.428571, demand = 6, supply = 14
row = 15, col = 54, congestion_value = 0.857143, demand = 12, supply = 14
row = 15, col = 55, congestion_value = 0.857143, demand = 12, supply = 14
row = 15, col = 56, congestion_value = 1.14286, demand = 16, supply = 14
row = 15, col = 57, congestion_value = 0.571429, demand = 8, supply = 14
row = 15, col = 58, congestion_value = 0.785714, demand = 11, supply = 14
row = 15, col = 59, congestion_value = 0.928571, demand = 13, supply = 14
row = 15, col = 60, congestion_value = 0.714286, demand = 10, supply = 14
row = 15, col = 61, congestion_value = 0.285714, demand = 4, supply = 14
row = 15, col = 62, congestion_value = 0.357143, demand = 5, supply = 14
row = 15, col = 63, congestion_value = 0.928571, demand = 13, supply = 14
row = 16, col = 0, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 1, congestion_value = 0.357143, demand = 5, supply = 14
row = 16, col = 2, congestion_value = 0.357143, demand = 5, supply = 14
row = 16, col = 3, congestion_value = 0.357143, demand = 5, supply = 14
row = 16, col = 4, congestion_value = 0.642857, demand = 9, supply = 14
row = 16, col = 5, congestion_value = 0.357143, demand = 5, supply = 14
row = 16, col = 6, congestion_value = 0.785714, demand = 11, supply = 14
row = 16, col = 7, congestion_value = 0.428571, demand = 6, supply = 14
row = 16, col = 8, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 9, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 10, congestion_value = 0.285714, demand = 4, supply = 14
row = 16, col = 11, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 12, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 13, congestion_value = 0.0714286, demand = 1, supply = 14
row = 16, col = 14, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 15, congestion_value = 0.0714286, demand = 1, supply = 14
row = 16, col = 16, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 17, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 18, congestion_value = 0.571429, demand = 8, supply = 14
row = 16, col = 19, congestion_value = 0.357143, demand = 5, supply = 14
row = 16, col = 20, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 21, congestion_value = 0.428571, demand = 6, supply = 14
row = 16, col = 22, congestion_value = 0.142857, demand = 2, supply = 14
row = 16, col = 23, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 24, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 25, congestion_value = 0.785714, demand = 11, supply = 14
row = 16, col = 26, congestion_value = 0.785714, demand = 11, supply = 14
row = 16, col = 27, congestion_value = 0.785714, demand = 11, supply = 14
row = 16, col = 28, congestion_value = 1.35714, demand = 19, supply = 14
row = 16, col = 29, congestion_value = 1.5, demand = 21, supply = 14
row = 16, col = 30, congestion_value = 1.14286, demand = 16, supply = 14
row = 16, col = 31, congestion_value = 0.928571, demand = 13, supply = 14
row = 16, col = 32, congestion_value = 1.28571, demand = 18, supply = 14
row = 16, col = 33, congestion_value = 0.642857, demand = 9, supply = 14
row = 16, col = 34, congestion_value = 0.642857, demand = 9, supply = 14
row = 16, col = 35, congestion_value = 1.35714, demand = 19, supply = 14
row = 16, col = 36, congestion_value = 0.642857, demand = 9, supply = 14
row = 16, col = 37, congestion_value = 1.92857, demand = 27, supply = 14
row = 16, col = 38, congestion_value = 1.85714, demand = 26, supply = 14
row = 16, col = 39, congestion_value = 1, demand = 14, supply = 14
row = 16, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 16, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 16, col = 42, congestion_value = 1.35714, demand = 19, supply = 14
row = 16, col = 43, congestion_value = 1.5, demand = 21, supply = 14
row = 16, col = 44, congestion_value = 1.14286, demand = 16, supply = 14
row = 16, col = 45, congestion_value = 1.78571, demand = 25, supply = 14
row = 16, col = 46, congestion_value = 0.571429, demand = 8, supply = 14
row = 16, col = 47, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 48, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 49, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 50, congestion_value = 0.857143, demand = 12, supply = 14
row = 16, col = 51, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 52, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 53, congestion_value = 0.571429, demand = 8, supply = 14
row = 16, col = 54, congestion_value = 0.714286, demand = 10, supply = 14
row = 16, col = 55, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 56, congestion_value = 0.857143, demand = 12, supply = 14
row = 16, col = 57, congestion_value = 0.428571, demand = 6, supply = 14
row = 16, col = 58, congestion_value = 0.928571, demand = 13, supply = 14
row = 16, col = 59, congestion_value = 0.785714, demand = 11, supply = 14
row = 16, col = 60, congestion_value = 0.857143, demand = 12, supply = 14
row = 16, col = 61, congestion_value = 0.5, demand = 7, supply = 14
row = 16, col = 62, congestion_value = 0.214286, demand = 3, supply = 14
row = 16, col = 63, congestion_value = 0.642857, demand = 9, supply = 14
row = 17, col = 0, congestion_value = 0.142857, demand = 2, supply = 14
row = 17, col = 1, congestion_value = 0.428571, demand = 6, supply = 14
row = 17, col = 2, congestion_value = 0.285714, demand = 4, supply = 14
row = 17, col = 3, congestion_value = 0.642857, demand = 9, supply = 14
row = 17, col = 4, congestion_value = 0.428571, demand = 6, supply = 14
row = 17, col = 5, congestion_value = 0.285714, demand = 4, supply = 14
row = 17, col = 6, congestion_value = 0.928571, demand = 13, supply = 14
row = 17, col = 7, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 8, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 9, congestion_value = 0.857143, demand = 12, supply = 14
row = 17, col = 10, congestion_value = 0.714286, demand = 10, supply = 14
row = 17, col = 11, congestion_value = 0.714286, demand = 10, supply = 14
row = 17, col = 12, congestion_value = 0.285714, demand = 4, supply = 14
row = 17, col = 13, congestion_value = 0.357143, demand = 5, supply = 14
row = 17, col = 14, congestion_value = 0.214286, demand = 3, supply = 14
row = 17, col = 15, congestion_value = 0.214286, demand = 3, supply = 14
row = 17, col = 16, congestion_value = 0.214286, demand = 3, supply = 14
row = 17, col = 17, congestion_value = 0.714286, demand = 10, supply = 14
row = 17, col = 18, congestion_value = 0.357143, demand = 5, supply = 14
row = 17, col = 19, congestion_value = 0.5, demand = 7, supply = 14
row = 17, col = 20, congestion_value = 0.428571, demand = 6, supply = 14
row = 17, col = 21, congestion_value = 0.357143, demand = 5, supply = 14
row = 17, col = 22, congestion_value = 0.0714286, demand = 1, supply = 14
row = 17, col = 23, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 24, congestion_value = 0.428571, demand = 6, supply = 14
row = 17, col = 25, congestion_value = 0.785714, demand = 11, supply = 14
row = 17, col = 26, congestion_value = 0.785714, demand = 11, supply = 14
row = 17, col = 27, congestion_value = 1, demand = 14, supply = 14
row = 17, col = 28, congestion_value = 1.35714, demand = 19, supply = 14
row = 17, col = 29, congestion_value = 1.21429, demand = 17, supply = 14
row = 17, col = 30, congestion_value = 1.14286, demand = 16, supply = 14
row = 17, col = 31, congestion_value = 1, demand = 14, supply = 14
row = 17, col = 32, congestion_value = 1.07143, demand = 15, supply = 14
row = 17, col = 33, congestion_value = 0.642857, demand = 9, supply = 14
row = 17, col = 34, congestion_value = 0.928571, demand = 13, supply = 14
row = 17, col = 35, congestion_value = 1.28571, demand = 18, supply = 14
row = 17, col = 36, congestion_value = 0.642857, demand = 9, supply = 14
row = 17, col = 37, congestion_value = 2, demand = 28, supply = 14
row = 17, col = 38, congestion_value = 2.14286, demand = 30, supply = 14
row = 17, col = 39, congestion_value = 1, demand = 14, supply = 14
row = 17, col = 40, congestion_value = 1.5, demand = 21, supply = 14
row = 17, col = 41, congestion_value = 1.14286, demand = 16, supply = 14
row = 17, col = 42, congestion_value = 1.28571, demand = 18, supply = 14
row = 17, col = 43, congestion_value = 1.21429, demand = 17, supply = 14
row = 17, col = 44, congestion_value = 1, demand = 14, supply = 14
row = 17, col = 45, congestion_value = 1.71429, demand = 24, supply = 14
row = 17, col = 46, congestion_value = 0.928571, demand = 13, supply = 14
row = 17, col = 47, congestion_value = 0.857143, demand = 12, supply = 14
row = 17, col = 48, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 49, congestion_value = 0.857143, demand = 12, supply = 14
row = 17, col = 50, congestion_value = 0.785714, demand = 11, supply = 14
row = 17, col = 51, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 52, congestion_value = 0.214286, demand = 3, supply = 14
row = 17, col = 53, congestion_value = 0.714286, demand = 10, supply = 14
row = 17, col = 54, congestion_value = 0.928571, demand = 13, supply = 14
row = 17, col = 55, congestion_value = 0.357143, demand = 5, supply = 14
row = 17, col = 56, congestion_value = 0.642857, demand = 9, supply = 14
row = 17, col = 57, congestion_value = 0.357143, demand = 5, supply = 14
row = 17, col = 58, congestion_value = 0.928571, demand = 13, supply = 14
row = 17, col = 59, congestion_value = 0.571429, demand = 8, supply = 14
row = 17, col = 60, congestion_value = 1, demand = 14, supply = 14
row = 17, col = 61, congestion_value = 0.5, demand = 7, supply = 14
row = 17, col = 62, congestion_value = 0.428571, demand = 6, supply = 14
row = 17, col = 63, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 0, congestion_value = 0.0714286, demand = 1, supply = 14
row = 18, col = 1, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 2, congestion_value = 0.428571, demand = 6, supply = 14
row = 18, col = 3, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 4, congestion_value = 0.214286, demand = 3, supply = 14
row = 18, col = 5, congestion_value = 0.285714, demand = 4, supply = 14
row = 18, col = 6, congestion_value = 0.785714, demand = 11, supply = 14
row = 18, col = 7, congestion_value = 0.571429, demand = 8, supply = 14
row = 18, col = 8, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 9, congestion_value = 1.21429, demand = 17, supply = 14
row = 18, col = 10, congestion_value = 0.857143, demand = 12, supply = 14
row = 18, col = 11, congestion_value = 0.642857, demand = 9, supply = 14
row = 18, col = 12, congestion_value = 0.142857, demand = 2, supply = 14
row = 18, col = 13, congestion_value = 0.142857, demand = 2, supply = 14
row = 18, col = 14, congestion_value = 0.214286, demand = 3, supply = 14
row = 18, col = 15, congestion_value = 0.142857, demand = 2, supply = 14
row = 18, col = 16, congestion_value = 0.0714286, demand = 1, supply = 14
row = 18, col = 17, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 18, congestion_value = 0.285714, demand = 4, supply = 14
row = 18, col = 19, congestion_value = 0.285714, demand = 4, supply = 14
row = 18, col = 20, congestion_value = 0.428571, demand = 6, supply = 14
row = 18, col = 21, congestion_value = 0.214286, demand = 3, supply = 14
row = 18, col = 22, congestion_value = 0.214286, demand = 3, supply = 14
row = 18, col = 23, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 24, congestion_value = 0.357143, demand = 5, supply = 14
row = 18, col = 25, congestion_value = 0.785714, demand = 11, supply = 14
row = 18, col = 26, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 27, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 28, congestion_value = 0.928571, demand = 13, supply = 14
row = 18, col = 29, congestion_value = 1.14286, demand = 16, supply = 14
row = 18, col = 30, congestion_value = 0.928571, demand = 13, supply = 14
row = 18, col = 31, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 32, congestion_value = 0.928571, demand = 13, supply = 14
row = 18, col = 33, congestion_value = 0.785714, demand = 11, supply = 14
row = 18, col = 34, congestion_value = 0.642857, demand = 9, supply = 14
row = 18, col = 35, congestion_value = 1.28571, demand = 18, supply = 14
row = 18, col = 36, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 37, congestion_value = 2, demand = 28, supply = 14
row = 18, col = 38, congestion_value = 2.42857, demand = 34, supply = 14
row = 18, col = 39, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 18, col = 41, congestion_value = 1.21429, demand = 17, supply = 14
row = 18, col = 42, congestion_value = 1.57143, demand = 22, supply = 14
row = 18, col = 43, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 44, congestion_value = 0.857143, demand = 12, supply = 14
row = 18, col = 45, congestion_value = 1.64286, demand = 23, supply = 14
row = 18, col = 46, congestion_value = 0.785714, demand = 11, supply = 14
row = 18, col = 47, congestion_value = 0.928571, demand = 13, supply = 14
row = 18, col = 48, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 49, congestion_value = 1, demand = 14, supply = 14
row = 18, col = 50, congestion_value = 0.857143, demand = 12, supply = 14
row = 18, col = 51, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 52, congestion_value = 0.428571, demand = 6, supply = 14
row = 18, col = 53, congestion_value = 0.428571, demand = 6, supply = 14
row = 18, col = 54, congestion_value = 1.07143, demand = 15, supply = 14
row = 18, col = 55, congestion_value = 0.714286, demand = 10, supply = 14
row = 18, col = 56, congestion_value = 0.571429, demand = 8, supply = 14
row = 18, col = 57, congestion_value = 0.571429, demand = 8, supply = 14
row = 18, col = 58, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 59, congestion_value = 0.5, demand = 7, supply = 14
row = 18, col = 60, congestion_value = 0.642857, demand = 9, supply = 14
row = 18, col = 61, congestion_value = 0.642857, demand = 9, supply = 14
row = 18, col = 62, congestion_value = 0.857143, demand = 12, supply = 14
row = 18, col = 63, congestion_value = 0.714286, demand = 10, supply = 14
row = 19, col = 0, congestion_value = 0.0714286, demand = 1, supply = 14
row = 19, col = 1, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 2, congestion_value = 0.357143, demand = 5, supply = 14
row = 19, col = 3, congestion_value = 0.428571, demand = 6, supply = 14
row = 19, col = 4, congestion_value = 0.357143, demand = 5, supply = 14
row = 19, col = 5, congestion_value = 0.285714, demand = 4, supply = 14
row = 19, col = 6, congestion_value = 0.642857, demand = 9, supply = 14
row = 19, col = 7, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 8, congestion_value = 0.428571, demand = 6, supply = 14
row = 19, col = 9, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 10, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 11, congestion_value = 0.714286, demand = 10, supply = 14
row = 19, col = 12, congestion_value = 0.285714, demand = 4, supply = 14
row = 19, col = 13, congestion_value = 0.142857, demand = 2, supply = 14
row = 19, col = 14, congestion_value = 0.214286, demand = 3, supply = 14
row = 19, col = 15, congestion_value = 0.142857, demand = 2, supply = 14
row = 19, col = 16, congestion_value = 0.142857, demand = 2, supply = 14
row = 19, col = 17, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 18, congestion_value = 0.285714, demand = 4, supply = 14
row = 19, col = 19, congestion_value = 0.5, demand = 7, supply = 14
row = 19, col = 20, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 21, congestion_value = 0.214286, demand = 3, supply = 14
row = 19, col = 22, congestion_value = 0.0714286, demand = 1, supply = 14
row = 19, col = 23, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 24, congestion_value = 0.5, demand = 7, supply = 14
row = 19, col = 25, congestion_value = 0.714286, demand = 10, supply = 14
row = 19, col = 26, congestion_value = 0.928571, demand = 13, supply = 14
row = 19, col = 27, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 28, congestion_value = 0.928571, demand = 13, supply = 14
row = 19, col = 29, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 30, congestion_value = 1, demand = 14, supply = 14
row = 19, col = 31, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 32, congestion_value = 1.21429, demand = 17, supply = 14
row = 19, col = 33, congestion_value = 0.928571, demand = 13, supply = 14
row = 19, col = 34, congestion_value = 0.928571, demand = 13, supply = 14
row = 19, col = 35, congestion_value = 1.35714, demand = 19, supply = 14
row = 19, col = 36, congestion_value = 0.857143, demand = 12, supply = 14
row = 19, col = 37, congestion_value = 1.85714, demand = 26, supply = 14
row = 19, col = 38, congestion_value = 2.14286, demand = 30, supply = 14
row = 19, col = 39, congestion_value = 1.42857, demand = 20, supply = 14
row = 19, col = 40, congestion_value = 1.42857, demand = 20, supply = 14
row = 19, col = 41, congestion_value = 1.14286, demand = 16, supply = 14
row = 19, col = 42, congestion_value = 1.5, demand = 21, supply = 14
row = 19, col = 43, congestion_value = 0.857143, demand = 12, supply = 14
row = 19, col = 44, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 45, congestion_value = 1.78571, demand = 25, supply = 14
row = 19, col = 46, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 47, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 48, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 49, congestion_value = 0.857143, demand = 12, supply = 14
row = 19, col = 50, congestion_value = 1.07143, demand = 15, supply = 14
row = 19, col = 51, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 52, congestion_value = 0.428571, demand = 6, supply = 14
row = 19, col = 53, congestion_value = 0.642857, demand = 9, supply = 14
row = 19, col = 54, congestion_value = 0.785714, demand = 11, supply = 14
row = 19, col = 55, congestion_value = 0.714286, demand = 10, supply = 14
row = 19, col = 56, congestion_value = 0.571429, demand = 8, supply = 14
row = 19, col = 57, congestion_value = 0.357143, demand = 5, supply = 14
row = 19, col = 58, congestion_value = 0.428571, demand = 6, supply = 14
row = 19, col = 59, congestion_value = 0.642857, demand = 9, supply = 14
row = 19, col = 60, congestion_value = 0.714286, demand = 10, supply = 14
row = 19, col = 61, congestion_value = 0.642857, demand = 9, supply = 14
row = 19, col = 62, congestion_value = 0.357143, demand = 5, supply = 14
row = 19, col = 63, congestion_value = 0.857143, demand = 12, supply = 14
row = 20, col = 0, congestion_value = 0.0714286, demand = 1, supply = 14
row = 20, col = 1, congestion_value = 0.142857, demand = 2, supply = 14
row = 20, col = 2, congestion_value = 0.285714, demand = 4, supply = 14
row = 20, col = 3, congestion_value = 0.5, demand = 7, supply = 14
row = 20, col = 4, congestion_value = 0.571429, demand = 8, supply = 14
row = 20, col = 5, congestion_value = 0.285714, demand = 4, supply = 14
row = 20, col = 6, congestion_value = 0.428571, demand = 6, supply = 14
row = 20, col = 7, congestion_value = 0.571429, demand = 8, supply = 14
row = 20, col = 8, congestion_value = 0.428571, demand = 6, supply = 14
row = 20, col = 9, congestion_value = 1.07143, demand = 15, supply = 14
row = 20, col = 10, congestion_value = 0.714286, demand = 10, supply = 14
row = 20, col = 11, congestion_value = 0.785714, demand = 11, supply = 14
row = 20, col = 12, congestion_value = 0.357143, demand = 5, supply = 14
row = 20, col = 13, congestion_value = 0.214286, demand = 3, supply = 14
row = 20, col = 14, congestion_value = 0.214286, demand = 3, supply = 14
row = 20, col = 15, congestion_value = 0.142857, demand = 2, supply = 14
row = 20, col = 16, congestion_value = 0.142857, demand = 2, supply = 14
row = 20, col = 17, congestion_value = 0.428571, demand = 6, supply = 14
row = 20, col = 18, congestion_value = 0.428571, demand = 6, supply = 14
row = 20, col = 19, congestion_value = 0.571429, demand = 8, supply = 14
row = 20, col = 20, congestion_value = 0.571429, demand = 8, supply = 14
row = 20, col = 21, congestion_value = 0.214286, demand = 3, supply = 14
row = 20, col = 22, congestion_value = 0.142857, demand = 2, supply = 14
row = 20, col = 23, congestion_value = 0.571429, demand = 8, supply = 14
row = 20, col = 24, congestion_value = 0.5, demand = 7, supply = 14
row = 20, col = 25, congestion_value = 0.5, demand = 7, supply = 14
row = 20, col = 26, congestion_value = 0.785714, demand = 11, supply = 14
row = 20, col = 27, congestion_value = 0.714286, demand = 10, supply = 14
row = 20, col = 28, congestion_value = 0.928571, demand = 13, supply = 14
row = 20, col = 29, congestion_value = 1.28571, demand = 18, supply = 14
row = 20, col = 30, congestion_value = 0.928571, demand = 13, supply = 14
