========== HORIZONTAL BEGIN ==========
row = 4, col = 42, congestion_value = 1.07143, demand = 15, supply = 14
start.first = 51
start.second = 32
back trace...(53, 33)
back trace...(53, 32)
back trace...(52, 32)
back trace...(51, 32)
reroute net = 4711, pin 1 = (52, 32) pin 2 = (55, 36) 
start.first = 52
start.second = 32
back trace...(55, 36)
back trace...(55, 35)
back trace...(55, 34)
back trace...(54, 34)
back trace...(53, 34)
back trace...(53, 33)
back trace...(52, 33)
back trace...(52, 32)
reroute net = 12218, pin 1 = (53, 21) pin 2 = (52, 21) 
start.first = 53
start.second = 21
back trace...(52, 21)
back trace...(53, 21)
reroute net = 11340, pin 1 = (43, 21) pin 2 = (54, 22) 
start.first = 43
start.second = 21
back trace...(54, 22)
back trace...(53, 22)
back trace...(52, 22)
back trace...(51, 22)
back trace...(50, 22)
back trace...(49, 22)
back trace...(48, 22)
back trace...(47, 22)
back trace...(46, 22)
back trace...(45, 22)
back trace...(44, 22)
back trace...(43, 22)
back trace...(43, 21)
reroute net = 12205, pin 1 = (52, 63) pin 2 = (51, 62) 
start.first = 52
start.second = 63
back trace...(51, 62)
back trace...(52, 62)
back trace...(52, 63)
reroute net = 12203, pin 1 = (56, 63) pin 2 = (48, 62) 
start.first = 56
start.second = 63
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(53, 62)
back trace...(54, 62)
back trace...(55, 62)
back trace...(56, 62)
back trace...(56, 63)
reroute net = 11771, pin 1 = (47, 63) pin 2 = (54, 62) 
start.first = 47
start.second = 63
back trace...(54, 62)
back trace...(53, 62)
back trace...(52, 62)
back trace...(51, 62)
back trace...(50, 62)
back trace...(49, 62)
back trace...(48, 62)
back trace...(47, 62)
back trace...(47, 63)
reroute net = 11017, pin 1 = (52, 63) pin 2 = (51, 62) 
start.first = 52
start.second = 63
back trace...(51, 62)
back trace...(52, 62)
back trace...(52, 63)
reroute net = 12327, pin 1 = (52, 62) pin 2 = (48, 62) 
start.first = 52
start.second = 62
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
reroute net = 11923, pin 1 = (52, 62) pin 2 = (51, 63) 
start.first = 52
start.second = 62
back trace...(51, 63)
back trace...(52, 63)
back trace...(52, 62)
reroute net = 7239, pin 1 = (51, 62) pin 2 = (52, 62) 
start.first = 51
start.second = 62
back trace...(52, 62)
back trace...(51, 62)
reroute net = 3781, pin 1 = (30, 62) pin 2 = (56, 58) 
start.first = 30
start.second = 62
back trace...(56, 58)
back trace...(56, 59)
back trace...(55, 59)
back trace...(54, 59)
back trace...(53, 59)
back trace...(52, 59)
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
back trace...(48, 60)
back trace...(47, 60)
back trace...(46, 60)
back trace...(45, 60)
back trace...(44, 60)
back trace...(43, 60)
back trace...(42, 60)
back trace...(41, 60)
back trace...(40, 60)
back trace...(39, 60)
back trace...(38, 60)
back trace...(37, 60)
back trace...(36, 60)
back trace...(35, 60)
back trace...(34, 60)
back trace...(34, 61)
back trace...(33, 61)
back trace...(32, 61)
back trace...(31, 61)
back trace...(30, 61)
back trace...(30, 62)
reroute net = 3232, pin 1 = (38, 62) pin 2 = (54, 62) 
start.first = 38
start.second = 62
back trace...(54, 62)
back trace...(53, 62)
back trace...(52, 62)
back trace...(51, 62)
back trace...(50, 62)
back trace...(49, 62)
back trace...(48, 62)
back trace...(47, 62)
back trace...(46, 62)
back trace...(45, 62)
back trace...(44, 62)
back trace...(43, 62)
back trace...(42, 62)
back trace...(41, 62)
back trace...(40, 62)
back trace...(39, 62)
back trace...(38, 62)
reroute net = 2252, pin 1 = (51, 62) pin 2 = (52, 61) 
start.first = 51
start.second = 62
back trace...(52, 61)
back trace...(51, 61)
back trace...(51, 62)
reroute net = 555, pin 1 = (40, 62) pin 2 = (62, 63) 
start.first = 40
start.second = 62
back trace...(62, 63)
back trace...(61, 63)
back trace...(60, 63)
back trace...(59, 63)
back trace...(58, 63)
back trace...(57, 63)
back trace...(56, 63)
back trace...(55, 63)
back trace...(54, 63)
back trace...(53, 63)
back trace...(52, 63)
back trace...(51, 63)
back trace...(50, 63)
back trace...(49, 63)
back trace...(48, 63)
back trace...(47, 63)
back trace...(46, 63)
back trace...(45, 63)
back trace...(44, 63)
back trace...(43, 63)
back trace...(42, 63)
back trace...(41, 63)
back trace...(40, 63)
back trace...(40, 62)
reroute net = 12194, pin 1 = (61, 62) pin 2 = (42, 62) 
start.first = 61
start.second = 62
back trace...(42, 62)
back trace...(43, 62)
back trace...(44, 62)
back trace...(45, 62)
back trace...(46, 62)
back trace...(47, 62)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(53, 62)
back trace...(54, 62)
back trace...(55, 62)
back trace...(56, 62)
back trace...(57, 62)
back trace...(58, 62)
back trace...(59, 62)
back trace...(60, 62)
back trace...(61, 62)
reroute net = 12202, pin 1 = (56, 61) pin 2 = (48, 63) 
start.first = 56
start.second = 61
back trace...(48, 63)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(53, 62)
back trace...(54, 62)
back trace...(55, 62)
back trace...(56, 62)
back trace...(56, 61)
reroute net = 11770, pin 1 = (56, 61) pin 2 = (46, 62) 
start.first = 56
start.second = 61
back trace...(46, 62)
back trace...(47, 62)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(53, 62)
back trace...(54, 62)
back trace...(55, 62)
back trace...(56, 62)
back trace...(56, 61)
reroute net = 2012, pin 1 = (59, 60) pin 2 = (44, 62) 
start.first = 59
start.second = 60
back trace...(44, 62)
back trace...(45, 62)
back trace...(46, 62)
back trace...(47, 62)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(52, 61)
back trace...(53, 61)
back trace...(54, 61)
back trace...(55, 61)
back trace...(56, 61)
back trace...(57, 61)
back trace...(58, 61)
back trace...(59, 61)
back trace...(59, 60)
reroute net = 13172, pin 1 = (49, 63) pin 2 = (53, 62) 
start.first = 49
start.second = 63
back trace...(53, 62)
back trace...(52, 62)
back trace...(51, 62)
back trace...(50, 62)
back trace...(49, 62)
back trace...(49, 63)
reroute net = 12972, pin 1 = (46, 63) pin 2 = (58, 63) 
start.first = 46
start.second = 63
back trace...(58, 63)
back trace...(57, 63)
back trace...(56, 63)
back trace...(55, 63)
back trace...(54, 63)
back trace...(53, 63)
back trace...(52, 63)
back trace...(52, 62)
back trace...(51, 62)
back trace...(50, 62)
back trace...(49, 62)
back trace...(48, 62)
back trace...(47, 62)
back trace...(46, 62)
back trace...(46, 63)
reroute net = 9537, pin 1 = (59, 62) pin 2 = (38, 62) 
start.first = 59
start.second = 62
back trace...(38, 62)
back trace...(39, 62)
back trace...(40, 62)
back trace...(41, 62)
back trace...(42, 62)
back trace...(43, 62)
back trace...(44, 62)
back trace...(45, 62)
back trace...(46, 62)
back trace...(47, 62)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(53, 62)
back trace...(54, 62)
back trace...(55, 62)
back trace...(56, 62)
back trace...(57, 62)
back trace...(58, 62)
back trace...(59, 62)
reroute net = 7852, pin 1 = (51, 62) pin 2 = (53, 62) 
start.first = 51
start.second = 62
back trace...(53, 62)
back trace...(52, 62)
back trace...(51, 62)
reroute net = 13160, pin 1 = (52, 60) pin 2 = (51, 61) 
start.first = 52
start.second = 60
back trace...(51, 61)
back trace...(52, 61)
back trace...(52, 60)
reroute net = 10872, pin 1 = (51, 60) pin 2 = (52, 61) 
start.first = 51
start.second = 60
back trace...(52, 61)
back trace...(51, 61)
back trace...(51, 60)
reroute net = 10870, pin 1 = (49, 60) pin 2 = (52, 60) 
start.first = 49
start.second = 60
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
reroute net = 4024, pin 1 = (52, 60) pin 2 = (50, 60) 
start.first = 52
start.second = 60
back trace...(50, 60)
back trace...(51, 60)
back trace...(52, 60)
reroute net = 3211, pin 1 = (50, 60) pin 2 = (52, 60) 
start.first = 50
start.second = 60
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
reroute net = 1879, pin 1 = (49, 60) pin 2 = (52, 60) 
start.first = 49
start.second = 60
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
reroute net = 419, pin 1 = (49, 60) pin 2 = (52, 60) 
start.first = 49
start.second = 60
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
reroute net = 11769, pin 1 = (49, 62) pin 2 = (57, 60) 
start.first = 49
start.second = 62
back trace...(57, 60)
back trace...(56, 60)
back trace...(55, 60)
back trace...(54, 60)
back trace...(53, 60)
back trace...(52, 60)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
back trace...(49, 61)
back trace...(49, 62)
reroute net = 12325, pin 1 = (57, 60) pin 2 = (48, 63) 
start.first = 57
start.second = 60
back trace...(48, 63)
back trace...(48, 62)
back trace...(49, 62)
back trace...(50, 62)
back trace...(51, 62)
back trace...(52, 62)
back trace...(52, 61)
back trace...(53, 61)
back trace...(54, 61)
back trace...(55, 61)
back trace...(56, 61)
back trace...(57, 61)
back trace...(57, 60)
reroute net = 10309, pin 1 = (46, 60) pin 2 = (63, 59) 
start.first = 46
start.second = 60
back trace...(63, 59)
back trace...(62, 59)
back trace...(61, 59)
back trace...(60, 59)
back trace...(59, 59)
back trace...(58, 59)
back trace...(57, 59)
back trace...(56, 59)
back trace...(55, 59)
back trace...(54, 59)
back trace...(53, 59)
back trace...(52, 59)
back trace...(51, 59)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
back trace...(48, 60)
back trace...(47, 60)
back trace...(46, 60)
reroute net = 10416, pin 1 = (51, 62) pin 2 = (57, 60) 
start.first = 51
start.second = 62
back trace...(57, 60)
back trace...(56, 60)
back trace...(55, 60)
back trace...(54, 60)
back trace...(53, 60)
back trace...(52, 60)
back trace...(51, 60)
back trace...(51, 61)
back trace...(51, 62)
reroute net = 6801, pin 1 = (47, 60) pin 2 = (62, 59) 
start.first = 47
start.second = 60
back trace...(62, 59)
back trace...(61, 59)
back trace...(60, 59)
back trace...(59, 59)
back trace...(58, 59)
back trace...(57, 59)
back trace...(56, 59)
back trace...(55, 59)
back trace...(54, 59)
back trace...(53, 59)
back trace...(52, 59)
back trace...(51, 59)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
back trace...(48, 60)
back trace...(47, 60)
reroute net = 5102, pin 1 = (57, 60) pin 2 = (50, 60) 
start.first = 57
start.second = 60
back trace...(50, 60)
back trace...(51, 60)
back trace...(52, 60)
back trace...(53, 60)
back trace...(54, 60)
back trace...(55, 60)
back trace...(56, 60)
back trace...(57, 60)
reroute net = 2029, pin 1 = (45, 60) pin 2 = (60, 59) 
start.first = 45
start.second = 60
back trace...(60, 59)
back trace...(59, 59)
back trace...(58, 59)
back trace...(57, 59)
back trace...(56, 59)
back trace...(55, 59)
back trace...(54, 59)
back trace...(53, 59)
back trace...(52, 59)
back trace...(51, 59)
back trace...(51, 60)
back trace...(50, 60)
back trace...(49, 60)
back trace...(48, 60)
back trace...(47, 60)
back trace...(46, 60)
back trace...(45, 60)
reroute net = 10269, pin 1 = (52, 56) pin 2 = (50, 56) 
start.first = 52
start.second = 56
back trace...(50, 56)
back trace...(51, 56)
back trace...(52, 56)
reroute net = 9503, pin 1 = (54, 56) pin 2 = (48, 56) 
start.first = 54
start.second = 56
back trace...(48, 56)
back trace...(49, 56)
back trace...(50, 56)
back trace...(51, 56)
back trace...(52, 56)
back trace...(53, 56)
back trace...(54, 56)
reroute net = 8310, pin 1 = (52, 56) pin 2 = (51, 56) 
start.first = 52
start.second = 56
back trace...(51, 56)
back trace...(52, 56)
reroute net = 7788, pin 1 = (52, 56) pin 2 = (50, 56) 
start.first = 52
start.second = 56
back trace...(50, 56)
back trace...(51, 56)
back trace...(52, 56)
reroute net = 7787, pin 1 = (48, 56) pin 2 = (53, 54) 
start.first = 48
start.second = 56
back trace...(53, 54)
back trace...(52, 54)
back trace...(51, 54)
back trace...(50, 54)
back trace...(49, 54)
back trace...(48, 54)
back trace...(48, 55)
back trace...(48, 56)
reroute net = 7545, pin 1 = (49, 56) pin 2 = (52, 56) 
start.first = 49
start.second = 56
back trace...(52, 56)
back trace...(51, 56)
back trace...(50, 56)
back trace...(49, 56)
reroute net = 7083, pin 1 = (57, 56) pin 2 = (47, 58) 
start.first = 57
start.second = 56
back trace...(47, 58)
back trace...(48, 58)
back trace...(49, 58)
back trace...(50, 58)
back trace...(51, 58)
back trace...(51, 57)
back trace...(52, 57)
back trace...(53, 57)
back trace...(54, 57)
back trace...(55, 57)
back trace...(56, 57)
back trace...(57, 57)
back trace...(57, 56)
reroute net = 12001, pin 1 = (52, 40) pin 2 = (49, 42) 
start.first = 52
start.second = 40
back trace...(49, 42)
back trace...(50, 42)
back trace...(51, 42)
back trace...(52, 42)
back trace...(52, 41)
back trace...(52, 40)
reroute net = 9417, pin 1 = (52, 40) pin 2 = (28, 41) 
start.first = 52
start.second = 40
back trace...(28, 41)
back trace...(29, 41)
back trace...(30, 41)
back trace...(30, 40)
back trace...(30, 39)
back trace...(30, 38)
back trace...(30, 37)
back trace...(31, 37)
back trace...(32, 37)
back trace...(33, 37)
back trace...(34, 37)
back trace...(35, 37)
back trace...(36, 37)
back trace...(37, 37)
back trace...(38, 37)
back trace...(39, 37)
back trace...(40, 37)
back trace...(40, 38)
back trace...(40, 39)
back trace...(41, 39)
back trace...(42, 39)
back trace...(43, 39)
back trace...(44, 39)
back trace...(45, 39)
back trace...(46, 39)
back trace...(47, 39)
back trace...(47, 40)
back trace...(47, 41)
back trace...(48, 41)
back trace...(49, 41)
back trace...(50, 41)
back trace...(51, 41)
back trace...(52, 41)
back trace...(52, 40)
reroute net = 8913, pin 1 = (52, 40) pin 2 = (51, 40) 
start.first = 52
start.second = 40
back trace...(51, 40)
back trace...(52, 40)
reroute net = 8478, pin 1 = (57, 40) pin 2 = (44, 39) 
start.first = 57
start.second = 40
back trace...(44, 39)
back trace...(45, 39)
back trace...(46, 39)
back trace...(47, 39)
back trace...(48, 39)
back trace...(49, 39)
back trace...(50, 39)
back trace...(51, 39)
back trace...(52, 39)
back trace...(53, 39)
back trace...(54, 39)
back trace...(55, 39)
back trace...(56, 39)
back trace...(57, 39)
back trace...(57, 40)
reroute net = 5384, pin 1 = (50, 39) pin 2 = (52, 38) 
start.first = 50
start.second = 39
back trace...(52, 38)
back trace...(51, 38)
back trace...(50, 38)
back trace...(50, 39)
reroute net = 4603, pin 1 = (55, 39) pin 2 = (44, 39) 
start.first = 55
start.second = 39
back trace...(44, 39)
back trace...(45, 39)
back trace...(46, 39)
back trace...(47, 39)
back trace...(48, 39)
back trace...(49, 39)
back trace...(50, 39)
back trace...(51, 39)
back trace...(52, 39)
back trace...(53, 39)
back trace...(54, 39)
back trace...(55, 39)
reroute net = 4598, pin 1 = (61, 39) pin 2 = (47, 38) 
start.first = 61
start.second = 39
back trace...(47, 38)
back trace...(48, 38)
back trace...(49, 38)
back trace...(50, 38)
back trace...(51, 38)
back trace...(51, 39)
back trace...(52, 39)
back trace...(53, 39)
back trace...(54, 39)
back trace...(55, 39)
back trace...(56, 39)
back trace...(57, 39)
back trace...(58, 39)
back trace...(59, 39)
back trace...(60, 39)
back trace...(61, 39)
reroute net = 4556, pin 1 = (53, 39) pin 2 = (45, 39) 
start.first = 53
start.second = 39
back trace...(45, 39)
back trace...(46, 39)
back trace...(47, 39)
back trace...(48, 39)
back trace...(49, 39)
back trace...(50, 39)
back trace...(51, 39)
back trace...(52, 39)
back trace...(53, 39)
reroute net = 3502, pin 1 = (50, 39) pin 2 = (62, 33) 
start.first = 50
start.second = 39
back trace...(62, 33)
back trace...(62, 34)
back trace...(62, 35)
back trace...(62, 36)
back trace...(62, 37)
back trace...(62, 38)
back trace...(61, 38)
back trace...(61, 39)
back trace...(60, 39)
back trace...(59, 39)
back trace...(58, 39)
back trace...(57, 39)
back trace...(56, 39)
back trace...(55, 39)
back trace...(54, 39)
back trace...(53, 39)
back trace...(52, 39)
back trace...(51, 39)
back trace...(50, 39)
reroute net = 2403, pin 1 = (61, 39) pin 2 = (9, 37) 
start.first = 61
start.second = 39
back trace...(9, 37)
back trace...(9, 36)
back trace...(9, 35)
back trace...(9, 34)
back trace...(10, 34)
back trace...(11, 34)
back trace...(12, 34)
back trace...(13, 34)
back trace...(14, 34)
back trace...(15, 34)
back trace...(16, 34)
back trace...(17, 34)
back trace...(18, 34)
back trace...(19, 34)
back trace...(20, 34)
back trace...(21, 34)
back trace...(22, 34)
back trace...(23, 34)
back trace...(24, 34)
back trace...(25, 34)
back trace...(26, 34)
back trace...(27, 34)
back trace...(28, 34)
back trace...(29, 34)
back trace...(30, 34)
back trace...(30, 35)
back trace...(31, 35)
back trace...(32, 35)
back trace...(33, 35)
back trace...(34, 35)
back trace...(35, 35)
back trace...(36, 35)
back trace...(37, 35)
back trace...(38, 35)
back trace...(39, 35)
back trace...(40, 35)
back trace...(40, 36)
back trace...(41, 36)
back trace...(42, 36)
back trace...(43, 36)
back trace...(44, 36)
back trace...(45, 36)
back trace...(46, 36)
back trace...(47, 36)
back trace...(47, 37)
back trace...(47, 38)
back trace...(48, 38)
back trace...(49, 38)
back trace...(50, 38)
back trace...(51, 38)
back trace...(51, 39)
back trace...(52, 39)
back trace...(53, 39)
back trace...(54, 39)
back trace...(55, 39)
back trace...(56, 39)
back trace...(57, 39)
back trace...(58, 39)
back trace...(59, 39)
back trace...(60, 39)
back trace...(61, 39)
reroute net = 2289, pin 1 = (59, 39) pin 2 = (51, 40) 
start.first = 59
start.second = 39
back trace...(51, 40)
back trace...(52, 40)
back trace...(53, 40)
back trace...(54, 40)
back trace...(55, 40)
back trace...(56, 40)
back trace...(57, 40)
back trace...(58, 40)
back trace...(59, 40)
back trace...(59, 39)
reroute net = 352, pin 1 = (47, 39) pin 2 = (62, 33) 
start.first = 47
start.second = 39
back trace...(62, 33)
back trace...(62, 34)
back trace...(62, 35)
back trace...(62, 36)
back trace...(61, 36)
back trace...(60, 36)
back trace...(59, 36)
back trace...(58, 36)
back trace...(57, 36)
back trace...(56, 36)
back trace...(55, 36)
back trace...(54, 36)
back trace...(53, 36)
back trace...(53, 37)
back trace...(52, 37)
back trace...(52, 38)
back trace...(51, 38)
back trace...(50, 38)
back trace...(49, 38)
back trace...(48, 38)
back trace...(47, 38)
back trace...(47, 39)
reroute net = 11689, pin 1 = (51, 38) pin 2 = (52, 38) 
start.first = 51
start.second = 38
back trace...(52, 38)
back trace...(51, 38)
reroute net = 6847, pin 1 = (47, 38) pin 2 = (59, 39) 
start.first = 47
start.second = 38
back trace...(59, 39)
back trace...(58, 39)
back trace...(57, 39)
back trace...(56, 39)
back trace...(55, 39)
back trace...(54, 39)
back trace...(53, 39)
back trace...(52, 39)
back trace...(51, 39)
back trace...(50, 39)
back trace...(49, 39)
back trace...(48, 39)
back trace...(47, 39)
back trace...(47, 38)
reroute net = 6269, pin 1 = (51, 38) pin 2 = (52, 38) 
start.first = 51
start.second = 38
back trace...(52, 38)
back trace...(51, 38)
reroute net = 4284, pin 1 = (57, 38) pin 2 = (16, 37) 
start.first = 57
start.second = 38
back trace...(16, 37)
back trace...(16, 36)
back trace...(16, 35)
back trace...(16, 34)
back trace...(17, 34)
back trace...(18, 34)
back trace...(19, 34)
back trace...(20, 34)
back trace...(21, 34)
back trace...(22, 34)
back trace...(23, 34)
back trace...(24, 34)
back trace...(25, 34)
back trace...(26, 34)
back trace...(27, 34)
back trace...(28, 34)
back trace...(29, 34)
back trace...(30, 34)
back trace...(31, 34)
back trace...(32, 34)
back trace...(33, 34)
back trace...(34, 34)
back trace...(35, 34)
back trace...(36, 34)
back trace...(37, 34)
back trace...(38, 34)
back trace...(39, 34)
back trace...(40, 34)
back trace...(41, 34)
back trace...(42, 34)
back trace...(43, 34)
back trace...(44, 34)
back trace...(45, 34)
back trace...(46, 34)
back trace...(47, 34)
back trace...(48, 34)
back trace...(49, 34)
back trace...(50, 34)
back trace...(51, 34)
back trace...(52, 34)
back trace...(53, 34)
back trace...(53, 35)
back trace...(53, 36)
back trace...(54, 36)
back trace...(55, 36)
back trace...(56, 36)
back trace...(57, 36)
back trace...(57, 37)
back trace...(57, 38)
reroute net = 3726, pin 1 = (48, 38) pin 2 = (58, 38) 
start.first = 48
start.second = 38
back trace...(58, 38)
back trace...(57, 38)
back trace...(56, 38)
back trace...(55, 38)
back trace...(54, 38)
back trace...(53, 38)
back trace...(52, 38)
back trace...(51, 38)
back trace...(50, 38)
back trace...(49, 38)
back trace...(48, 38)
reroute net = 2652, pin 1 = (44, 38) pin 2 = (59, 38) 
start.first = 44
start.second = 38
back trace...(59, 38)
back trace...(58, 38)
back trace...(57, 38)
back trace...(56, 38)
back trace...(55, 38)
back trace...(54, 38)
back trace...(53, 38)
back trace...(52, 38)
back trace...(51, 38)
back trace...(50, 38)
back trace...(49, 38)
back trace...(48, 38)
back trace...(47, 38)
back trace...(46, 38)
back trace...(45, 38)
back trace...(44, 38)
reroute net = 2281, pin 1 = (55, 38) pin 2 = (41, 40) 
start.first = 55
start.second = 38
back trace...(41, 40)
back trace...(42, 40)
back trace...(43, 40)
back trace...(44, 40)
back trace...(45, 40)
back trace...(46, 40)
back trace...(47, 40)
back trace...(48, 40)
back trace...(49, 40)
back trace...(50, 40)
back trace...(51, 40)
back trace...(52, 40)
back trace...(53, 40)
back trace...(54, 40)
back trace...(55, 40)
back trace...(55, 39)
back trace...(55, 38)
reroute net = 9728, pin 1 = (52, 36) pin 2 = (46, 36) 
start.first = 52
start.second = 36
back trace...(46, 36)
back trace...(46, 37)
back trace...(47, 37)
back trace...(47, 38)
back trace...(48, 38)
back trace...(49, 38)
back trace...(50, 38)
back trace...(51, 38)
back trace...(52, 38)
back trace...(52, 37)
back trace...(52, 36)
reroute net = 8033, pin 1 = (52, 36) pin 2 = (51, 36) 
start.first = 52
start.second = 36
back trace...(51, 36)
back trace...(52, 36)
reroute net = 7128, pin 1 = (51, 36) pin 2 = (52, 36) 
start.first = 51
start.second = 36
back trace...(52, 36)
back trace...(51, 36)
reroute net = 5900, pin 1 = (55, 36) pin 2 = (39, 3) 
start.first = 55
start.second = 36
back trace...(39, 3)
back trace...(39, 4)
back trace...(39, 5)
back trace...(39, 6)
back trace...(40, 6)
back trace...(40, 7)
back trace...(40, 8)
back trace...(40, 9)
back trace...(40, 10)
back trace...(40, 11)
back trace...(40, 12)
back trace...(40, 13)
back trace...(40, 14)
back trace...(40, 15)
back trace...(40, 16)
back trace...(40, 17)
back trace...(40, 18)
back trace...(40, 19)
back trace...(40, 20)
back trace...(40, 21)
back trace...(40, 22)
back trace...(40, 23)
back trace...(40, 24)
back trace...(40, 25)
back trace...(40, 26)
back trace...(40, 27)
back trace...(40, 28)
back trace...(40, 29)
back trace...(40, 30)
back trace...(41, 30)
back trace...(41, 31)
back trace...(42, 31)
back trace...(43, 31)
back trace...(44, 31)
back trace...(45, 31)
back trace...(46, 31)
back trace...(47, 31)
back trace...(48, 31)
back trace...(49, 31)
back trace...(50, 31)
back trace...(51, 31)
back trace...(52, 31)
back trace...(53, 31)
back trace...(53, 32)
back trace...(53, 33)
back trace...(53, 34)
back trace...(53, 35)
back trace...(54, 35)
back trace...(55, 35)
back trace...(55, 36)
reroute net = 13014, pin 1 = (51, 33) pin 2 = (52, 32) 
start.first = 51
start.second = 33
back trace...(52, 32)
back trace...(51, 32)
back trace...(51, 33)
reroute net = 10449, pin 1 = (52, 32) pin 2 = (51, 32) 
start.first = 52
start.second = 32
back trace...(51, 32)
back trace...(52, 32)
reroute net = 10291, pin 1 = (52, 32) pin 2 = (51, 32) 
start.first = 52
start.second = 32
back trace...(51, 32)
back trace...(52, 32)
reroute net = 9154, pin 1 = (52, 32) pin 2 = (49, 32) 
start.first = 52
start.second = 32
back trace...(49, 32)
back trace...(50, 32)
back trace...(51, 32)
back trace...(52, 32)
reroute net = 8640, pin 1 = (48, 32) pin 2 = (52, 33) 
start.first = 48
start.second = 32
back trace...(52, 33)
back trace...(51, 33)
back trace...(50, 33)
back trace...(49, 33)
back trace...(48, 33)
back trace...(48, 32)
reroute net = 7174, pin 1 = (52, 32) pin 2 = (49, 32) 
start.first = 52
start.second = 32
back trace...(49, 32)
back trace...(50, 32)
back trace...(51, 32)
back trace...(52, 32)
reroute net = 3337, pin 1 = (55, 32) pin 2 = (47, 32) 
start.first = 55
start.second = 32
back trace...(47, 32)
back trace...(48, 32)
back trace...(49, 32)
back trace...(50, 32)
back trace...(51, 32)
back trace...(52, 32)
back trace...(53, 32)
back trace...(54, 32)
back trace...(55, 32)
reroute net = 3332, pin 1 = (50, 32) pin 2 = (55, 34) 
start.first = 50
start.second = 32
back trace...(55, 34)
back trace...(55, 33)
back trace...(55, 32)
back trace...(54, 32)
back trace...(53, 32)
back trace...(52, 32)
back trace...(51, 32)
back trace...(50, 32)
reroute net = 927, pin 1 = (53, 32) pin 2 = (50, 34) 
start.first = 53
start.second = 32
back trace...(50, 34)
back trace...(51, 34)
back trace...(52, 34)
back trace...(52, 33)
back trace...(53, 33)
back trace...(53, 32)
reroute net = 9733, pin 1 = (50, 31) pin 2 = (61, 35) 
start.first = 50
start.second = 31
back trace...(61, 35)
back trace...(61, 34)
back trace...(61, 33)
back trace...(61, 32)
back trace...(60, 32)
back trace...(59, 32)
back trace...(58, 32)
back trace...(57, 32)
back trace...(56, 32)
back trace...(55, 32)
back trace...(54, 32)
back trace...(53, 32)
back trace...(52, 32)
back trace...(51, 32)
back trace...(50, 32)
back trace...(50, 31)
reroute net = 9160, pin 1 = (57, 33) pin 2 = (51, 31) 
start.first = 57
start.second = 33
back trace...(51, 31)
back trace...(52, 31)
back trace...(53, 31)
back trace...(53, 32)
back trace...(54, 32)
back trace...(55, 32)
back trace...(56, 32)
back trace...(57, 32)
back trace...(57, 33)
reroute net = 11582, pin 1 = (54, 32) pin 2 = (45, 32) 
start.first = 54
start.second = 32
back trace...(45, 32)
back trace...(46, 32)
back trace...(47, 32)
back trace...(48, 32)
back trace...(49, 32)
back trace...(50, 32)
back trace...(51, 32)
back trace...(52, 32)
back trace...(53, 32)
back trace...(54, 32)
reroute net = 9655, pin 1 = (43, 32) pin 2 = (53, 33) 
start.first = 43
start.second = 32
back trace...(53, 33)
back trace...(53, 32)
back trace...(52, 32)
back trace...(51, 32)
back trace...(50, 32)
back trace...(49, 32)
back trace...(48, 32)
back trace...(47, 32)
back trace...(46, 32)
back trace...(45, 32)
back trace...(44, 32)
back trace...(43, 32)
reroute net = 9330, pin 1 = (57, 32) pin 2 = (15, 33) 
start.first = 57
start.second = 32
back trace...(15, 33)
back trace...(15, 32)
back trace...(16, 32)
back trace...(17, 32)
back trace...(18, 32)
back trace...(19, 32)
back trace...(20, 32)
back trace...(21, 32)
back trace...(22, 32)
back trace...(23, 32)
back trace...(24, 32)
back trace...(25, 32)
back trace...(26, 32)
back trace...(27, 32)
back trace...(28, 32)
back trace...(29, 32)
back trace...(30, 32)
back trace...(31, 32)
back trace...(32, 32)
back trace...(33, 32)
back trace...(34, 32)
back trace...(35, 32)
back trace...(36, 32)
back trace...(37, 32)
back trace...(38, 32)
back trace...(39, 32)
back trace...(40, 32)
back trace...(41, 32)
back trace...(42, 32)
back trace...(43, 32)
back trace...(44, 32)
